year,movie,movie_id,certificate,duration,genre,rate,metascore,synopsis,votes,gross,release_date,user_reviews,critic_reviews,popularity,awards_wins,awards_nominations,Oscar_Best_Picture_won,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Director_nominated,Oscar_Best_Actor_won,Oscar_Best_Actor_nominated,Oscar_Best_Actress_won,Oscar_Best_Actress_nominated,Oscar_Best_Supporting_Actor_won,Oscar_Best_Supporting_Actor_nominated,Oscar_Best_Supporting_Actress_won,Oscar_Best_Supporting_Actress_nominated,Oscar_Best_AdaScreen_won,Oscar_Best_AdaScreen_nominated,Oscar_Best_OriScreen_won,Oscar_Best_OriScreen_nominated,Oscar_nominated,Oscar_nominated_categories,Golden_Globes_won,Golden_Globes_won_categories,Golden_Globes_nominated,Golden_Globes_nominated_categories,BAFTA_won,BAFTA_won_categories,BAFTA_nominated,BAFTA_nominated_categories,Screen_Actors_Guild_won,Screen_Actors_Guild_won_categories,Screen_Actors_Guild_nominated,Screen_Actors_Guild_nominated_categories,Critics_Choice_won,Critics_Choice_won_categories,Critics_Choice_nominated,Critics_Choice_nominated_categories,Directors_Guild_won,Directors_Guild_won_categories,Directors_Guild_nominated,Directors_Guild_nominated_categories,Producers_Guild_won,Producers_Guild_won_categories,Producers_Guild_nominated,Producers_Guild_nominated_categories,Art_Directors_Guild_won,Art_Directors_Guild_won_categories,Art_Directors_Guild_nominated,Art_Directors_Guild_nominated_categories,Writers_Guild_won,Writers_Guild_won_categories,Writers_Guild_nominated,Writers_Guild_nominated_categories,Costume_Designers_Guild_won,Costume_Designers_Guild_won_categories,Costume_Designers_Guild_nominated,Costume_Designers_Guild_nominated_categories,Online_Film_Television_Association_won,Online_Film_Television_Association_won_categories,Online_Film_Television_Association_nominated,Online_Film_Television_Association_nominated_categories,Online_Film_Critics_Society_won,Online_Film_Critics_Society_won_categories,Online_Film_Critics_Society_nominated,Online_Film_Critics_Society_nominated_categories,People_Choice_won,People_Choice_won_categories,People_Choice_nominated,People_Choice_nominated_categories,London_Critics_Circle_Film_won,London_Critics_Circle_Film_won_categories,London_Critics_Circle_Film_nominated,London_Critics_Circle_Film_nominated_categories,American_Cinema_Editors_won,American_Cinema_Editors_won_categories,American_Cinema_Editors_nominated,American_Cinema_Editors_nominated_categories,Hollywood_Film_won,Hollywood_Film_won_categories,Hollywood_Film_nominated,Hollywood_Film_nominated_categories,Austin_Film_Critics_Association_won,Austin_Film_Critics_Association_won_categories,Austin_Film_Critics_Association_nominated,Austin_Film_Critics_Association_nominated_categories,Denver_Film_Critics_Society_won,Denver_Film_Critics_Society_won_categories,Denver_Film_Critics_Society_nominated,Denver_Film_Critics_Society_nominated_categories,Boston_Society_of_Film_Critics_won,Boston_Society_of_Film_Critics_won_categories,Boston_Society_of_Film_Critics_nominated,Boston_Society_of_Film_Critics_nominated_categories,New_York_Film_Critics_Circle_won,New_York_Film_Critics_Circle_won_categories,New_York_Film_Critics_Circle_nominated,New_York_Film_Critics_Circle_nominated_categories,Los_Angeles_Film_Critics_Association_won,Los_Angeles_Film_Critics_Association_won_categories,Los_Angeles_Film_Critics_Association_nominated,Los_Angeles_Film_Critics_Association_nominated_categories,release_date.year,release_date.month,release_date.day-of-month,release_date.day-of-week
2004,Crash,tt0375679,R,112,Crime|Drama|Thriller,7.80000019,69,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",368775,54560000,2005-05-06,1627,284,526,15,46,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,6,"Best Motion Picture of the Year|Best Original Screenplay|Best Achievement in Film Editing|Best Performance by an Actor in a Supporting Role|Best Achievement in Directing|Best Achievement in Music Written for Motion Pictures, Original Song",0,,2,Best Performance by an Actor in a Supporting Role in a Motion Picture|Best Screenplay - Motion Picture,2,Best Screenplay - Original|Best Performance by an Actress in a Supporting Role,9,Best Screenplay - Original|Best Performance by an Actress in a Supporting Role|Best Film|Best Performance by an Actor in a Supporting Role|Best Performance by an Actor in a Supporting Role|Best Cinematography|Best Editing|Best Sound|,1,Outstanding Performance by a Cast in a Motion Picture,3,Outstanding Performance by a Cast in a Motion Picture|Outstanding Performance by a Male Actor in a Supporting Role|Outstanding Performance by a Male Actor in a Supporting Role,2,Best Writer|Best Acting Ensemble,6,Best Writer|Best Acting Ensemble|Best Picture|Best Supporting Actor|Best Supporting Actor|Best Director,0,,1,Outstanding Directorial Achievement in Motion Pictures,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,1,Contemporary Film,1,Best Original Screenplay,1,Best Original Screenplay,0,,0,,0,,4,"Best Supporting Actor|Best Ensemble|Best Writing, Screenplay Written Directly for the Screen|Best Music, Original Song",1,Best Breakthrough Filmmaker,4,Best Breakthrough Filmmaker|Best Picture|Best Supporting Actor|Best Original Screenplay,0,,0,,2,Screenwriter of the Year|British Supporting Actress of the Year,5,Screenwriter of the Year|British Supporting Actress of the Year|Film of the Year|Actor of the Year|Director of the Year,1,Best Edited Feature Film - Dramatic,1,Best Edited Feature Film - Dramatic,2,Breakthrough Directing|Ensemble of the Year,2,Breakthrough Directing|Ensemble of the Year,3,Best Film|Best Director|,3,Best Film|Best Director|,0,,0,,0,,2,Best Ensemble Cast|Best New Filmmaker,0,,1,Best Supporting Actor,0,,0,,2005,5,6,5
2004,Closer,tt0376541,R,104,Drama|Romance,7.30000019,65,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.,171899,33990000,2004-12-03,906,211,1088,5,23,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,2,Best Performance by an Actor in a Supporting Role|Best Performance by an Actress in a Supporting Role,2,Best Performance by an Actor in a Supporting Role in a Motion Picture|Best Performance by an Actress in a Supporting Role in a Motion Picture,5,Best Performance by an Actor in a Supporting Role in a Motion Picture|Best Performance by an Actress in a Supporting Role in a Motion Picture|Best Director - Motion Picture|Best Screenplay - Motion Picture|Best Motion Picture - Drama,1,Best Performance by an Actor in a Supporting Role,3,Best Performance by an Actor in a Supporting Role|Best Screenplay - Adapted|Best Performance by an Actress in a Supporting Role,0,,0,,0,,3,Best Supporting Actor|Best Supporting Actress|Best Acting Ensemble,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Supporting Actor,5,"Best Supporting Actor|Best Supporting Actress|Best Ensemble|Best Casting|Best Writing, Screenplay Based on Material from Another Medium",0,,3,Best Supporting Actor|Best Supporting Actress|Best Adapted Screenplay,0,,0,,0,,2,Actress of the Year|British Actor of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Supporting Actor,1,Best Supporting Actor,1,Best Supporting Actor,0,,0,,2004,12,3,5
2006,X-Men: The Last Stand,tt0376994,PG-13,104,Action|Adventure|Fantasy,6.69999981,58,"When a cure is found to treat mutations, lines are drawn amongst the X-Men, led by Professor Charles Xavier, and the Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",395539,234360000,2006-05-26,1916,331,1420,1,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Excellence in Fantasy Film,0,,1,Best Visual Effects,0,,0,,0,,2,Favorite Movie|Favorite Movie Drama,0,,0,,0,,0,,1,Make-Up of the Year,1,Make-Up of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2006,5,26,5
2004,Mean Girls,tt0377092,PG-13,97,Comedy,7.0,66,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",255717,86050000,2004-04-30,558,161,394,0,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Young Actress,0,,0,,0,,0,,0,,0,,0,,1,Best Adapted Screenplay,0,,0,,0,,2,Best Youth Performance|Best First Screenplay,0,,0,,0,,1,Favorite Movie Comedy,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,4,30,5
2005,The Ring Two,tt0377109,PG-13,110,Horror|Mystery|Sci-Fi,5.4000001,44,"Six months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.",73699,75890000,2005-03-18,561,196,1868,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2005,3,18,5
2004,Kill Bill: Vol. 2,tt0378194,R,137,Action|Crime|Drama,8.0,83,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd and the treacherous, one-eyed Elle.",530176,66210000,2004-04-16,942,305,1349,1,16,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,2,Best Performance by an Actress in a Motion Picture - Drama|Best Performance by an Actor in a Supporting Role in a Motion Picture,0,,0,,0,,0,,0,,1,Best Actress,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Excellence in Contemporary Film,0,,2,Best Supporting Actor|Best Cinematic Moment,0,,4,Best Actress|Best Supporting Actor|Best Original Screenplay|Best Editing,0,,3,Favorite Sequel|Favorite Villain Movie Star|Favorite Villain Movie Star,0,,0,,0,,1,Best Edited Feature Film - Dramatic,1,Editor of the Year,1,Editor of the Year,0,,1,Best Movie of the Decade,0,,0,,0,,0,,0,,0,,0,,0,,2004,4,16,5
2005,Capote,tt0379725,R,114,Biography|Crime|Drama,7.4000001,88,"In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on death row.",103895,28747570,2006-02-03,416,271,2929,16,39,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,5,Best Performance by an Actor in a Leading Role|Best Motion Picture of the Year|Best Performance by an Actress in a Supporting Role|Best Achievement in Directing|Best Adapted Screenplay,1,Best Performance by an Actor in a Motion Picture - Drama,1,Best Performance by an Actor in a Motion Picture - Drama,1,Best Performance by an Actor in a Leading Role,5,Best Performance by an Actor in a Leading Role|Best Film|Best Screenplay - Adapted|Best Performance by an Actress in a Supporting Role|,1,Outstanding Performance by a Male Actor in a Leading Role,3,Outstanding Performance by a Male Actor in a Leading Role|Outstanding Performance by a Female Actor in a Supporting Role|Outstanding Performance by a Cast in a Motion Picture,1,Best Actor,4,Best Actor|Best Picture|Best Supporting Actress|Best Writer,0,,1,Outstanding Directorial Achievement in Motion Pictures,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,0,,0,,1,Best Adapted Screenplay,0,,1,Excellence in Period Film,2,Best Actor|Best First Feature,4,"Best Actor|Best First Feature|Best Writing, Screenplay Based on Material from Another Medium|Best First Screenplay",1,Best Actor,4,Best Actor|Best Supporting Actress|Best Adapted Screenplay|Best Breakthrough Filmmaker,0,,0,,0,,2,Actor of the Year|Screenwriter of the Year,0,,0,,1,Casting Director of the Year,1,Casting Director of the Year,1,Best Actor,2,Best Actor|Best Film,0,,0,,3,Best Actor|Best Supporting Actress|Best Screenplay,3,Best Actor|Best Supporting Actress|Best Screenplay,1,Best First Film,3,Best First Film|Best Actor|Best Supporting Actress,3,Best Actor|Best Supporting Actress|Best Screenplay,3,Best Actor|Best Supporting Actress|Best Screenplay,2006,2,3,5
2005,Serenity,tt0379786,PG-13,119,Action|Adventure|Sci-Fi,8.0,74,The crew of the ship Serenity try to evade an assassin sent to recapture one of their members who is telepathic.,248181,25340000,2005-09-30,1600,274,1024,1,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Breakthrough Performance,0,,0,,0,,0,,0,,0,,1,Make-Up of the Year,1,Make-Up of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2005,9,30,5
2009,The Lovely Bones,tt0380510,PG-13,135,Drama|Fantasy|Thriller,6.69999981,42,Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.,128300,43980000,2010-01-15,598,310,1155,2,15,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1,Best Performance by an Actor in a Supporting Role,0,,1,Best Performance by an Actor in a Supporting Role in a Motion Picture,0,,2,Best Leading Actress|Best Supporting Actor,0,,1,Outstanding Performance by a Male Actor in a Supporting Role,1,Best Young Actor/Actress,6,Best Young Actor/Actress|Best Actress|Best Supporting Actor|Best Cinematography|Best Art Direction|Best Visual Effects,0,,0,,0,,0,,0,,1,Contemporary Film,0,,0,,0,,0,,1,Best Youth Performance,2,Best Youth Performance|Best Supporting Actor,0,,0,,0,,0,,0,,1,Young British Performer of the Year,0,,0,,0,,0,,0,,0,,0,,1,Best Supporting Actor,0,,0,,0,,0,,0,,0,,2010,1,15,5
2006,Casino Royale,tt0381061,PG-13,144,Action|Adventure|Thriller,8.0,80,"Armed with a licence to kill, Secret Agent James Bond sets out on his first mission as 007 and must defeat a weapons dealer in a high stakes game of poker at Casino Royale, but things are not what they seem.",485719,167010000,2006-11-17,2308,399,609,3,15,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,1,Best Sound,9,Best Sound|||Best Screenplay - Adapted|Best Actor in a Leading Role|Best Cinematography|Best Editing|Best Production Design|Best Achievement in Special Visual Effects,0,,0,,0,,0,,0,,0,,0,,0,,1,Contemporary Film,1,Contemporary Film,0,,0,,0,,1,Excellence in Contemporary Film,1,Best Titles Sequence,3,Best Titles Sequence|Best Sound Effects Editing|Best Visual Effects,0,,0,,0,,0,,0,,0,,0,,1,Best Edited Feature Film - Dramatic,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2006,11,17,5
2004,Before Sunset,tt0381681,R,80,Drama|Romance,8.0,90,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",175268,5790000,2004-07-30,493,216,2426,2,11,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,Best Adapted Screenplay,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Adapted Screenplay,0,,0,,2,"Best Music, Adapted Song|Best Cinematic Moment",5,"Best Music, Adapted Song|Best Cinematic Moment|Best Picture|Best Actress|Best Writing, Screenplay Based on Material from Another Medium",0,,3,Best Picture|Best Actress|Best Adapted Screenplay,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Film,0,,0,,0,,1,Best Actress,2004,7,30,5
2004,White Chicks,tt0381707,PG-13,109,Comedy|Crime,5.5,41,Two disgraced FBI agents go way undercover in an effort to protect hotel heiresses the Wilson Sisters from a kidnapping plot.,102225,69150000,2004-06-23,254,61,709,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,6,23,3
2007,3:10 to Yuma,tt0381849,R,122,Adventure|Crime|Drama,7.69999981,76,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,243878,53570000,2007-09-07,565,295,1467,0,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,"Best Achievement in Music Written for Motion Pictures, Original Score|Best Achievement in Sound Mixing",0,,0,,0,,0,,0,,1,Outstanding Performance by a Cast in a Motion Picture,0,,1,Best Composer,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Excellence in Period Film,0,,0,,0,,0,,0,,0,,0,,1,British Actor of the Year,0,,0,,0,,0,,0,,1,Best Film,0,,0,,0,,1,Best Supporting Actor,0,,0,,0,,0,,2007,9,7,5
2004,As It Is in Heaven,tt0382330,,133,Comedy|Drama|Music,7.5999999,,"A successful international conductor suddenly interrupts his career and returns alone to his childhood village in Norrland, in the far north of Sweden. It doesn't take long before he is ... See full summary И",13900,10000,2006-11-03,95,34,,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2006,11,3,5
2006,The Da Vinci Code,tt0382625,PG-13,149,Mystery|Thriller,6.5999999,46,A murder inside the Louvre and clues in Da Vinci paintings lead to the discovery of a religious mystery protected by a secret society for two thousand years -- which could shake the foundations of Christianity.,329979,217540000,2006-05-19,1974,301,929,0,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,1,Best Original Score - Motion Picture,0,,0,,0,,0,,0,,1,Best Composer,0,,0,,0,,0,,0,,1,Contemporary Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Favorite Movie Drama,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2006,5,19,5
2007,Ratatouille,tt0382932,G,111,Animation|Comedy|Family,8.0,96,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.,491643,206440000,2007-06-29,633,320,921,11,22,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,5,"Best Animated Feature Film of the Year|Best Original Screenplay|Best Achievement in Music Written for Motion Pictures, Original Score|Best Achievement in Sound Mixing|Best Achievement in Sound Editing",1,Best Animated Film,1,Best Animated Film,1,Best Animated Film,1,Best Animated Film,0,,0,,1,Best Animated Feature,1,Best Animated Feature,0,,0,,1,Outstanding Producer of Animated Theatrical Motion Pictures,1,Outstanding Producer of Animated Theatrical Motion Pictures,0,,1,Fantasy Film,0,,0,,0,,0,,2,Best Animated Picture|Best Voice-Over Performance,9,"Best Animated Picture|Best Voice-Over Performance|Best Voice-Over Performance|Best Voice-Over Performance|Best Writing, Screenplay Written Directly for the Screen|Best Music, Original Score|Best Music, Original Song|Best Sound Effects Editing|Best Titles Sequence",1,Best Animated Feature,2,Best Animated Feature|Best Original Screenplay,0,,1,Favorite Family Movie,0,,0,,0,,1,Best Edited Feature Film - Comedy or Musical,1,Animation of the Year,1,Animation of the Year,1,Best Animated Film,1,Best Animated Film,0,,0,,1,Best Screenplay,1,Best Screenplay,0,,0,,1,Best Animation,1,Best Animation,2007,6,29,5
2006,Pirates of the Caribbean: Dead Man's Chest,tt0383574,PG-13,151,Action|Adventure|Fantasy,7.30000019,53,"Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.",539213,423030000,2006-07-07,1837,312,814,7,21,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,Best Achievement in Visual Effects|Best Achievement in Art Direction|Best Achievement in Sound Mixing|Best Achievement in Sound Editing,0,,1,Best Performance by an Actor in a Motion Picture - Comedy or Musical,1,Best Achievement in Special Visual Effects,5,Best Achievement in Special Visual Effects|Best Production Design|Best Costume Design|Best Sound|Best Make Up & Hair,0,,0,,0,,1,Best Family Film (Live Action),0,,0,,0,,0,,0,,1,Fantasy Film,0,,0,,0,,1,Excellence in Period Film,1,Best Voice-Over Performance,5,Best Voice-Over Performance|Best Makeup and Hairstyling|Best Sound Mixing|Best Sound Effects Editing|Best Visual Effects,0,,0,,3,Favorite On-Screen Match-Up|Favorite Movie|Favorite Movie Drama,4,Favorite Move Fan Following|Favorite On-Screen Match-Up|Favorite Movie|Favorite Movie Drama,0,,0,,0,,1,Best Edited Feature Film - Comedy or Musical,2,Visual Effects of the Year|Costume Designer of the Year,2,Visual Effects of the Year|Costume Designer of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2006,7,7,5
2004,Vera Drake,tt0383694,R,125,Crime|Drama,7.69999981,83,Abortionist Vera Drake finds her beliefs and practices clash with the mores of 1950s Britain--a conflict that leads to tragedy for her family.,20719,3750000,2005-02-04,168,168,,10,25,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,3,Best Performance by an Actress in a Leading Role|Best Achievement in Directing|Best Original Screenplay,0,,1,Best Performance by an Actress in a Motion Picture - Drama,3,Best Performance by an Actress in a Leading Role|Best Costume Design|David Lean Award for Direction,11,Best Performance by an Actress in a Leading Role|Best Costume Design|David Lean Award for Direction|Best British Film|Best Film|Best Screenplay - Original|Best Performance by an Actor in a Supporting Role|Best Performance by an Actress in a Supporting Role|Best Editing|Best Production Design|Best Make Up/Hair,0,,1,Outstanding Performance by a Female Actor in a Leading Role,0,,1,Best Actress,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Actress,0,,1,Best Actress,0,,0,,5,Actress of the Year|British Film of the Year|British Supporting Actor of the Year|British Director of the Year|British Screenwriter of the Year,7,Actress of the Year|British Film of the Year|British Supporting Actor of the Year|British Director of the Year|British Screenwriter of the Year|British Supporting Actor of the Year|British Supporting Actress of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Actress,1,Best Actress,1,Best Actress,1,Best Actress,2005,2,4,5
2006,Accepted,tt0384793,PG-13,93,Comedy,6.5,47,"A high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning, the South Harmon Institute of Technology, on a rundown piece of property near his hometown.",107920,36300000,2006-08-18,209,111,1771,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2006,8,18,5
2005,The Amityville Horror,tt0384806,R,90,Drama|Horror|Mystery,6.0,33,Newlyweds are terrorized by demonic forces after moving into a large house that was the site of a grisly mass murder a year before.,83807,64260000,2005-04-15,522,182,2118,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2005,4,15,5
2005,Green Street Hooligans,tt0385002,R,109,Crime|Drama|Sport,7.5,55,"A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism.",121088,340000,2005-09-09,381,78,2054,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2005,9,9,5
2004,House of Flying Daggers,tt0385004,PG-13,119,Action|Adventure|Drama,7.5999999,89,"A romantic police captain breaks a beautiful member of a rebel group out of prison to help her rejoin her fellows, but things are not what they seem.",94503,11040000,2005-01-14,421,247,3837,5,30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Achievement in Cinematography,0,,1,Best Foreign Language Film,0,,9,Best Film not in the English Language|Best Performance by an Actress in a Leading Role|Best Cinematography|Best Editing|Best Production Design|Best Costume Design|Best Sound|Best Achievement in Special Visual Effects|Best Make Up/Hair,0,,0,,0,,1,Best Foreign-Language Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Costume Design,6,"Best Costume Design|Best Foreign Language Film|Best Music, Original Song|Best Cinematography|Best Production Design|Best Sound Effects Editing",0,,3,Best Cinematography|Best Editing|Best Foreign Language Film,0,,0,,0,,3,Film of the Year|Director of the Year|Foreign Language Film of the Year,0,,0,,0,,0,,0,,0,,0,,0,,3,Best Director|Best Foreign Language Film|Best Cinematography,3,Best Director|Best Foreign Language Film|Best Cinematography,0,,1,Best Director,1,Best Foreign Film,3,Best Foreign Film|Best Production Design|Best Cinematography,2005,1,14,5
2007,The Golden Compass,tt0385752,PG-13,113,Adventure|Family|Fantasy,6.0999999,51,"In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.",152755,70080000,2007-12-07,670,250,1608,3,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,Best Achievement in Visual Effects|Best Achievement in Art Direction,0,,0,,1,Best Special Visual Effects,1,Best Special Visual Effects,0,,0,,0,,2,Best Young Actress|Best Family Film,0,,0,,0,,0,,1,Fantasy Film,1,Fantasy Film,0,,0,,1,Excellence in Fantasy Film,1,Excellence in Fantasy Film,0,,0,,0,,0,,0,,0,,0,,1,British Breakthrough - Acting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2007,12,7,5
2006,Monster House,tt0385880,PG,91,Animation|Comedy|Family,6.5999999,68,"Three teens discover that their neighbor's house is really a living, breathing, scary monster.",75188,73660000,2006-07-21,232,190,3336,1,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Animated Feature Film of the Year,0,,1,Best Animated Film,0,,0,,0,,0,,0,,1,Best Animated Feature,0,,0,,0,,1,Outstanding Producer of Animated Theatrical Motion Pictures,0,,0,,0,,0,,0,,0,,1,Best Animated Picture,3,Best Animated Picture|Best Voice-Over Performance|Best Sound Effects Editing,0,,1,Best Animated Feature,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2006,7,21,5
2005,Hitch,tt0386588,PG-13,118,Comedy|Romance,6.5999999,58,"While helping his latest client woo the fine lady of his dreams, a professional ""date doctor"" finds that his game doesn't quite work on the gossip columnist with whom he's smitten.",251257,177580000,2005-02-11,374,171,2111,0,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,Favorite Movie|Favorite Movie Comedy|Favorite Song from a Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2005,2,11,5
